500.000	0.003
500.500	0.003
501.000	0.003
501.500	0.006
502.000	0.002
502.500	0.005
503.000	0.002
503.500	0.002
504.000	0.002
504.500	0.003
505.000	0.002
505.500	0.003
506.000	0.003
506.500	-0.000
507.000	0.003
507.500	0.000
508.000	0.003
508.500	0.002
509.000	0.005
509.500	0.002
510.000	0.000
510.500	0.002
511.000	0.001
511.500	0.002
512.000	0.002
512.500	0.004
513.000	0.002
513.500	0.003
514.000	0.002
514.500	0.002
515.000	0.002
515.500	0.002
516.000	0.001
516.500	0.003
517.000	0.002
517.500	0.001
518.000	0.002
518.500	0.002
519.000	0.002
519.500	0.001
520.000	0.002
520.500	0.001
521.000	0.002
521.500	0.002
522.000	0.001
522.500	0.001
523.000	0.002
523.500	0.002
524.000	0.001
524.500	0.003
525.000	0.001
525.500	0.001
526.000	0.001
526.500	0.002
527.000	0.000
527.500	0.002
528.000	0.001
528.500	0.001
529.000	0.000
529.500	0.001
530.000	0.002
530.500	0.000
531.000	0.002
531.500	0.000
532.000	0.001
532.500	0.001
533.000	0.001
533.500	0.001
534.000	0.002
534.500	0.001
535.000	0.002
535.500	0.000
536.000	0.001
536.500	-0.000
537.000	0.001
537.500	0.003
538.000	0.001
538.500	0.002
539.000	0.001
539.500	0.001
540.000	-0.001
540.500	0.001
541.000	-0.000
541.500	0.002
542.000	0.001
542.500	0.001
543.000	0.001
543.500	0.002
544.000	0.000
544.500	0.001
545.000	0.001
545.500	0.001
546.000	0.000
546.500	0.001
547.000	0.001
547.500	0.001
548.000	0.003
548.500	0.001
549.000	0.001
549.500	0.073
550.000	0.023
550.500	-0.001
551.000	0.001
551.500	0.000
552.000	0.001
552.500	0.001
553.000	0.002
553.500	0.000
554.000	0.001
554.500	0.002
555.000	0.001
555.500	0.001
556.000	0.001
556.500	0.003
557.000	0.000
557.500	0.001
558.000	0.002
558.500	0.001
559.000	0.001
559.500	0.001
560.000	0.000
560.500	-0.000
561.000	0.001
561.500	-0.001
562.000	0.001
562.500	-0.001
563.000	0.001
563.500	0.001
564.000	0.002
564.500	0.001
565.000	-0.001
565.500	0.001
566.000	-0.001
566.500	0.001
567.000	0.000
567.500	0.002
568.000	0.000
568.500	0.001
569.000	0.000
569.500	0.001
570.000	-0.000
570.500	0.001
571.000	0.000
571.500	0.000
572.000	0.000
572.500	0.001
573.000	0.000
573.500	0.001
574.000	0.000
574.500	0.001
575.000	0.000
575.500	0.000
576.000	-0.000
576.500	0.000
577.000	-0.001
577.500	0.000
578.000	-0.001
578.500	0.001
579.000	0.000
579.500	0.000
580.000	0.000
580.500	0.003
581.000	0.001
581.500	-0.000
582.000	-0.000
582.500	0.005
583.000	-0.000
583.500	0.003
584.000	0.000
584.500	-0.000
585.000	0.000
585.500	-0.000
586.000	0.001
586.500	-0.000
587.000	0.001
587.500	-0.000
588.000	0.003
588.500	-0.001
589.000	0.002
589.500	-0.001
590.000	0.000
590.500	-0.003
591.000	0.002
591.500	-0.001
592.000	-0.000
592.500	-0.002
593.000	0.000
593.500	-0.003
594.000	-0.001
594.500	-0.003
595.000	-0.000
595.500	-0.000
596.000	0.000
596.500	0.000
597.000	-0.001
597.500	-0.000
598.000	-0.001
598.500	-0.001
599.000	-0.002
599.500	0.000
600.000	-0.001
